doi,title,authors,author_affiliations,venue,container_title,event_name,event_location,pages,published_print,published_online,doi_url,acm_page_url,official_pdf_download_url,supplementary_material_url,source_archive_url,github_urls,repository_urls,dataset_urls,arxiv_ids,arxiv_abs_urls,arxiv_pdf_urls,arxiv_source_urls,all_extracted_urls,publisher,license_urls,reference_count,is_referenced_by_count,crossref_type,fetched_at_utc
10.1145/3805622.3810674,SCORE: Soccer Curriculum for Ordinal Affect Recognition with Evidence,Xiaofeng Shen; Ze Rong; Haoyang Qin; Binhao Zhao; Yue Xu; Lei Ma,"Nantong University, School of Artificial Intelligence and Computer Science, Nantong University, Nantong, Jiangsu, China; Nantong University, School of Information Science and Technology, Nantong University, Nantong, Jiangsu, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2751-2759,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810674,https://dl.acm.org/doi/10.1145/3805622.3810674,https://dl.acm.org/doi/pdf/10.1145/3805622.3810674,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,34,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810670,EC-RAG: Evidence-Centric Retrieval-Augmented Generation for Medical Visual Question Answering,Songming Li; Jun Long,"Central South University, Changsha, hunan, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2760-2767,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810670,https://dl.acm.org/doi/10.1145/3805622.3810670,https://dl.acm.org/doi/pdf/10.1145/3805622.3810670,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,34,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810731,VAV-R1: Difficulty-Aware Multimodal Reasoning for Video Anomaly Validation,Jiang Liu; Yuhang Liu; Juan Yang; Qianhao Ren; Yutong Wang; Zhongjiang He; Jingmin Xin; Hao Sun,"Xi’an Jiaotong University, Xi'an, China and China Telecom Artificial Intelligence Technology (Beijing) Co., Ltd, Beijing, China; China Telecom Artificial Intelligence Technology (Beijing) Co., Ltd, Beijing, China and Zhongke Jingyu (Beijing) Sensing Technology Co., Ltd, Beijing, China; China Telecom Artificial Intelligence Technology (Beijing) Co., Ltd, Beijing, China; Zhongke Jingyu (Beijing) Sensing Technology Co., Ltd, Beijing, China; Xi’an Jiaotong University, Xi’an, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2768-2772,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810731,https://dl.acm.org/doi/10.1145/3805622.3810731,https://dl.acm.org/doi/pdf/10.1145/3805622.3810731,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,30,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810815,Efficient Video Anomaly Detection for Edge Devices via Background Feature Caching,Zhibo Zhang; Lin Zhao; Wenyan Xing; Di Wang; Chen Gong; Le Zhang,"Nanjing University of Science and Technology, Nanjing, China; Xidian Univisity, Xi'an, China; Shanghai Jiao Tong University, Shanghai, China; University of Electronic Science and Technology of China, Chengdu, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2778-2782,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810815,https://dl.acm.org/doi/10.1145/3805622.3810815,https://dl.acm.org/doi/pdf/10.1145/3805622.3810815,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode,29,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810727,FSGD-Det: Frequency-Spectrum-Guided Dehazing for Aerial Object Detection in Hazy Images,Min Dang; Gang Liu; Zhaolu Zheng; Luyi Qiu; Zihao Li; Jing Liu,"Xidian University, Xi'an, China; Nanyang Technological University, Singapore, Singapore; Xi’an University of Technology, Xi'an, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2788-2792,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810727,https://dl.acm.org/doi/10.1145/3805622.3810727,https://dl.acm.org/doi/pdf/10.1145/3805622.3810727,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode,18,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810723,Zero-Effort Image-to-Music Generation: An Interpretable RAG-based VLM Approach,Zijian Zhao; Dian Jin; Zijing Zhou,"The Hong Kong University of Science and Technology, Hong Kong, Hong Kong; The Hong Kong Polytechnic University, Hong Kong, Hong Kong; The University of Hong Kong, Hong Kong, Hong Kong",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2793-2797,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810723,https://dl.acm.org/doi/10.1145/3805622.3810723,https://dl.acm.org/doi/pdf/10.1145/3805622.3810723,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,37,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810721,Uncovering Frequency Cues for Robust Event-Based UAV Detection,Xinyu Li; Wenjun Zhu; Xiaoyu Ji; Wenyuan Xu,"Zhejiang University, Hangzhou, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2798-2802,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810721,https://dl.acm.org/doi/10.1145/3805622.3810721,https://dl.acm.org/doi/pdf/10.1145/3805622.3810721,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,22,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810649,Stat-SAM: Learning Global Echo-Intensity Priors as Prompts for SAM in Ultrasound Image Segmentation,Juan Chen; Yang Wu; Lei Guo; Wenping Ge; Jie Ma,"Joint International Research Laboratory of Silk Road Multilingual Cognitive Computing, Xinjiang University, Urumqi, China; School of Pharmacy, Xinjiang Medical University, Urumqi, China; University of Electronic Science and Technology, Chengdu, China; College of Computer Science and Technology, Xinjiang University, Urumqi, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2808-2812,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810649,https://dl.acm.org/doi/10.1145/3805622.3810649,https://dl.acm.org/doi/pdf/10.1145/3805622.3810649,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,22,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810681,Topology-Guided Feature Integration for Structured Object Detection,Jiayi Ding; Libo Liu; Ruonan Zhang,"School of Mathematics and Statistics, Ningxia University, Yinchuan 750021, China, Yinchuan, China; School of Information Engineering, Ningxia University, Yinchuan 750021, China, Yinchuan, China; Ningxia Key Laboratory of Artificial Intelligence and Information Security for Channeling Computing Resources from the East to the West, Ningxia University, Yinchuan, 750021, China, Yinchuan, China and School of Mathematics and Statistics, Ningxia University, Yinchuan, 750021, China, Yinchuan, China; School of Advanced Interdisciplinary Studies, Ningxia University, Zhongwei 750021, China, Zhongwei, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2813-2817,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810681,https://dl.acm.org/doi/10.1145/3805622.3810681,https://dl.acm.org/doi/pdf/10.1145/3805622.3810681,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,20,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810428,Retrieval of LoRA Models based on Layer-Wise Weight Embedding without Metadata,Yuro Kanada; Yuma Oe; Huu-Long Pham; Makoto P. Kato; Hiroaki Ohshima; Sumio Fujita; Yoshiyuki Shoji,"Shizuoka University, Hamamatsu, Shizuoka, Japan; University of Tsukuba, Tsukuba-shi, Ibaraki, Japan; University of Tsukuba, National Institute of Informatics, Tsukuba-shi, Ibaraki, Japan; University of Hyogo, Kobe-shi, Hyogo, Japan; LY Corporation, Chiyoda-ku, Tokyo, Japan",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2818-2825,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810428,https://dl.acm.org/doi/10.1145/3805622.3810428,https://dl.acm.org/doi/pdf/10.1145/3805622.3810428,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,31,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810426,Beyond Optical Flow: Latent Micro-Motion as Visual Evidence in UAV Video,Bo-Wen Zhang; Zhou Wang; Songlu Chen; Chun Yang; Xiaobin Zhu; Xu-Cheng Yin,"University of Science and Technology Beijing, Beijing, China; China Meteorological Administration, Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2826-2832,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810426,https://dl.acm.org/doi/10.1145/3805622.3810426,https://dl.acm.org/doi/pdf/10.1145/3805622.3810426,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,42,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810427,Towards Self-Evolving Knowledge Systems: Enhancing Multimodal Agentic RAG with Hyperbolic Flows,Tendai Mukande; Noel E. O Connor,"Insight Research Ireland Centre for Data Analytics, Dublin City University, Dublin, Ireland",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2833-2841,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810427,https://dl.acm.org/doi/10.1145/3805622.3810427,https://dl.acm.org/doi/pdf/10.1145/3805622.3810427,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,41,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810429,Real-Time Monitoring and Analysis of Rehabilitation Exercises from a Smartphone Camera Video Stream,Miriama Jánošová; Andrej Černek; Radovan Dvorský; Vasil Poposki; Petra Budikova; Jan Sedmidubsky,"Masaryk University, Brno, Czech Republic; VisionCraft, Brno, Czech Republic",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2842-2846,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810429,https://dl.acm.org/doi/10.1145/3805622.3810429,https://dl.acm.org/doi/pdf/10.1145/3805622.3810429,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,18,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810430,"Keep Your Memories, Lose the Evidence: Privacy-Aware Lifelogging",Allie Tran,"School of Computing, Dublin City University, Dublin, Ireland",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2847-2851,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810430,https://dl.acm.org/doi/10.1145/3805622.3810430,https://dl.acm.org/doi/pdf/10.1145/3805622.3810430,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,15,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810431,VideoCreator: An Agentic System for Multi-turn Video Production,Zhengyang Liang; Yan Shu; Cathal Gurrin; Nicu Sebe; Lizi Liao,"Singapore Management University, Singapore, Singapore; University of Trento, Trento, Italy; Dublin City University, Dublin, Ireland",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2852-2856,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810431,https://dl.acm.org/doi/10.1145/3805622.3810431,https://dl.acm.org/doi/pdf/10.1145/3805622.3810431,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,21,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810432,TrackAnon: Towards Consistent Full-Body Anonymization,Emil Leidland; Duc-Tien Dang-Nguyen,"University of Bergen, Bergen, Norway",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2857-2861,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810432,https://dl.acm.org/doi/10.1145/3805622.3810432,https://dl.acm.org/doi/pdf/10.1145/3805622.3810432,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,12,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810433,Discovery of Visually Novel Content in Developing News Stories,Stefan Arzberger; Helmut Neuschmied; Werner Bailer,"JOANNEUM RESEARCH, Graz, Austria",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2862-2866,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810433,https://dl.acm.org/doi/10.1145/3805622.3810433,https://dl.acm.org/doi/pdf/10.1145/3805622.3810433,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,28,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810434,Realistic Virtual Flood Experience System Using 360° Videos and 3D City Models Constructed from Building Footprints,Tatsuro Banno; Koki Kawada; Mizuki Takenawa; Masatoshi Denda; Kiyoharu Aizawa,"The University of Tokyo, Tokyo, Japan; Public Works Research Institute, Tsukuba, Japan",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2867-2871,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810434,https://dl.acm.org/doi/10.1145/3805622.3810434,https://dl.acm.org/doi/pdf/10.1145/3805622.3810434,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,19,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810435,Context-Aware Visual Redaction Pipeline: Leveraging Vision-Language Models for High-Fidelity Content Inpainting,Arun George Zachariah; Barnaby Simkin; Nikki Pope; Jibin Varghese; Michael Boone,"NVIDIA, Santa Clara, USA",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2872-2876,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810435,https://dl.acm.org/doi/10.1145/3805622.3810435,https://dl.acm.org/doi/pdf/10.1145/3805622.3810435,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,14,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3812604,The 2026 Grand Challenge on Multimedia Verification: Overview and Key Directions,Duc-Tien Dang-Nguyen; Kha-Luan Pham; Minh-Anh Pham; Silje Førsund; Henrik B. Vold; Minh-Triet Tran; Anh-Duy Tran,"University of Bergen, Bergen, Norway; Aalto University, Espoo, Finland; University of Science, VNU-HCM, Ho Chi Minh City, Vietnam; Faktisk.no, Oslo, Norway; Institutt for Journalistikk, Oslo, Norway; University of Science, Vietnam National University - HCMC, Ho Chi Minh City, Vietnam; DistriNet, KU Leuven, Leuven, Belgium",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2877-2881,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3812604,https://dl.acm.org/doi/10.1145/3805622.3812604,https://dl.acm.org/doi/pdf/10.1145/3805622.3812604,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,11,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3812605,DeepVerify: The End-to-end Software for Evidence-Based Multi-Modal Online Information Verification with Explainable Reasoning,Hoang-Quoc Nguyen-Son; Tung-Duong Le-Duc; Quynh-Huong Dinh-Nguyen; Hai-Chau Nguyen-Le; Anh-Duy Tran; Minh-Son Dao,"National Institute of Information and Communications Technology, Tokyo, Japan; University of Science, VNU-HCM, Ho Chi Minh City, Vietnam; Faculty of Information Technology, University of Engineering and Technology, Hanoi, Vietnam; DistriNet, KU Leuven, Leuven, Belgium",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2882-2886,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3812605,https://dl.acm.org/doi/10.1145/3805622.3812605,https://dl.acm.org/doi/pdf/10.1145/3805622.3812605,,,,,,,,,,,ACM,,17,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3812606,Contestable Multi-Agent Debate with Arena-based Argumentative Computation for Multimedia Verification,Hung Truong Thanh Nguyen; Khang Vo Thanh Nguyen; Hoang-Loc Cao; Phuc Ho; Van Pham; Hung Cao,"University of New Brunswick, Fredericton, New Brunswick, Canada; FPT Software, Quy Nhon, Vietnam; University of Science, VNU-HCM, Ho Chi Minh City, Vietnam",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2887-2891,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3812606,https://dl.acm.org/doi/10.1145/3805622.3812606,https://dl.acm.org/doi/pdf/10.1145/3805622.3812606,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode,29,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3812607,MOSAIV: Multi-Agent LLM Swarms for Automated Multimedia News Verification,Muhammad Shahid Muneer; Khoa Van Tran; Van Tuan Nguyen; Simon S. Woo,"Department of Computer Science &amp; Engineering, Sungkyunkwan University, Suwon-Si, GYEONGGI-Do, Republic of Korea; Department of Computer Science &amp; Engineering, Sungkyunkwan University, Suwon-Si, GYEONGGI-Do, Republic of Korea and Secure Machines Lab, Suwon-Si, GYEONGGI-Do, Republic of Korea",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2892-2896,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3812607,https://dl.acm.org/doi/10.1145/3805622.3812607,https://dl.acm.org/doi/pdf/10.1145/3805622.3812607,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode,12,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
